snapshot_name,optimizer_step,state_id,disclosure_level,activation_level,trust_level,sampling_probability_mean,probability_ratio_to_uniform,visit_groups_sum,hierarchical_pass_rate_mean,boundary_value_mean,uncertainty_bonus_mean,allocation_score_mean
adaptive_middle,95,16,proactive,moderate,trust_1,0.03658517798962143,0.8780442717509144,70,0.2819188808952453,0.5638377617904906,0.8922510544410974,0.6976754199566553
adaptive_middle,95,17,proactive,moderate,trust_2,0.04043659256510736,0.9704782215625766,62,0.3211219652026359,0.6422439304052718,0.9347191579543017,0.7824518040984171
adaptive_middle,95,18,proactive,moderate,trust_3,0.044934974687442425,1.0784393924986182,58,0.36544118030833234,0.7308823606166646,1.0095072346286658,0.8823084458109645
adaptive_middle,95,19,proactive,moderate,trust_4,0.049398542574152667,1.185565021779664,52,0.4089963668097552,0.8179927336195104,1.0064674396134567,0.968962849561529
adaptive_middle,95,20,proactive,high,trust_1,0.0481578238736844,1.1557877729684256,68,0.43630191445752337,0.8153075050203622,0.909403086464591,0.9517179679900508
adaptive_middle,95,21,proactive,high,trust_2,0.04336489126103515,1.0407573902648437,69,0.37578364752695553,0.6976457264264601,0.9262880297169419,0.8365889308840013
adaptive_middle,95,22,proactive,high,trust_3,0.04225199842464258,1.014047962191422,61,0.34082056071537187,0.6816411214307438,0.9410212581727966,0.8227943101566633
adaptive_middle,95,23,proactive,high,trust_4,0.04184442629443852,1.0042662310665245,67,0.33926027651530827,0.6785205530306165,0.9012361404785567,0.8137059741024001
adaptive_final,131,0,delayed,moderate,trust_1,0.04159307185650307,0.9982337245560737,93,0.34884902846480254,0.6976980569296051,0.8017237648737431,0.8179566216606665
adaptive_final,131,1,delayed,moderate,trust_2,0.035904716667889476,0.8617132000293475,77,0.28467899148549836,0.5693579829709967,0.8810806787665892,0.701520084785985
adaptive_final,131,2,delayed,moderate,trust_3,0.04469856012542233,1.072765443010136,96,0.4090002703289895,0.7669859948861866,0.7754859551887089,0.8833088881644929
adaptive_final,131,3,delayed,moderate,trust_4,0.03988939101319874,0.9573453843167697,84,0.32827992075644336,0.6565598415128866,0.8355079723640695,0.7818860373674971
adaptive_final,131,4,delayed,high,trust_1,0.038078701921520616,0.9138888461164948,77,0.3054851149497178,0.6109702298994356,0.8817573740268322,0.7432338360034605
adaptive_final,131,5,delayed,high,trust_2,0.03487082002610107,0.8368996806264257,70,0.26935011649030316,0.5387002329806063,0.8974840685610855,0.6733228432647692
adaptive_final,131,6,delayed,high,trust_3,0.04488731163026298,1.0772954791263116,73,0.37671809896587516,0.7534361979317503,0.9052197451357141,0.8892191597021075
adaptive_final,131,7,delayed,high,trust_4,0.03237298736362321,0.776951696726957,73,0.24336203580539348,0.48672407161078696,0.8857146409458773,0.6195812677526685
adaptive_final,131,8,conditional,moderate,trust_1,0.039608414986102715,0.9506019596664652,107,0.3270754779694737,0.6541509559389475,0.7571890024221495,0.7677293063022699
adaptive_final,131,9,conditional,moderate,trust_2,0.043740430435521324,1.049770330452512,82,0.38658133722314586,0.7264960077796251,0.8376013501552066,0.8521362103029061
adaptive_final,131,10,conditional,moderate,trust_3,0.04355392682608608,1.045294243826066,87,0.37014879342841955,0.7402975868568391,0.8217218882582839,0.8635558700955817
adaptive_final,131,11,conditional,moderate,trust_4,0.04275227636591737,1.026054632782017,92,0.3626187803521918,0.7252375607043836,0.7990625388853962,0.8450969415371932
adaptive_final,131,12,conditional,high,trust_1,0.0407304232486727,0.9775301579681449,82,0.3335879877264807,0.6671759754529614,0.8632132060311463,0.7966579563576333
adaptive_final,131,13,conditional,high,trust_2,0.046370990926506726,1.1129037822361616,85,0.39703987417177994,0.7940797483435599,0.8399498957492647,0.9200722327059496
adaptive_final,131,14,conditional,high,trust_3,0.043939099712090215,1.0545383930901653,92,0.383234691191417,0.7592019405223689,0.798498514802891,0.8789767177428025
adaptive_final,131,15,conditional,high,trust_4,0.04437662587582955,1.0650390210199092,92,0.388732707104873,0.7625844618287937,0.796844530907221,0.8821111414648768
adaptive_final,131,16,proactive,moderate,trust_1,0.03663168219358438,0.8791603726460252,85,0.29249360574055017,0.5849872114811003,0.8336988419061024,0.7100420377670157
adaptive_final,131,17,proactive,moderate,trust_2,0.04139816441441602,0.9935559459459844,85,0.35922037611316787,0.6921103752862027,0.8273849135602521,0.8162181123202406
adaptive_final,131,18,proactive,moderate,trust_3,0.04628261573865549,1.110782777727732,78,0.39665295447849547,0.7933059089569909,0.8753499649494447,0.9246084036994077
adaptive_final,131,19,proactive,moderate,trust_4,0.04439216651820908,1.065411996437018,75,0.3729966819748993,0.7459933639497986,0.8647664770283523,0.8757083355040515
adaptive_final,131,20,proactive,high,trust_1,0.04608410776565286,1.1060185863756686,101,0.4738107140869078,0.8000062262643444,0.7726918843922892,0.9159100089231877
adaptive_final,131,21,proactive,high,trust_2,0.04275336083206413,1.0260806599695391,91,0.39254671978373634,0.7104597399337731,0.8078992373173165,0.8316446255313705
adaptive_final,131,22,proactive,high,trust_3,0.04512623504707347,1.0830296411297633,82,0.38162931600020417,0.7632586320004083,0.8430238048768539,0.8897122027319364
adaptive_final,131,23,proactive,high,trust_4,0.03996391850909642,0.959134044218314,87,0.3306276466993528,0.6612552933987056,0.8166038836698557,0.783745875949184
