optimizer_step,controller_groups_seen,controller_mode,normalized_entropy_mean,effective_pool_mean,max_probability_mean,min_probability_mean,state_coverage,unit_coverage,mean_pass_rate,pass_rate_std,mean_boundary_value,mean_uncertainty_bonus
166,2606,adaptive,0.9997882654617178,24.0,0.0591828267111539,0.0275760295253452,1.0,1.0,0.3251935916813499,0.1389040033005454,0.7137041336494091,0.7500004182136275
171,2686,adaptive,0.9969936232185792,23.964637844740466,0.0572416042205207,0.0269087642663468,1.0,1.0,0.3351944106939179,0.1404817848154956,0.720832063114882,0.7422737803228016
176,2766,adaptive,0.9926799897358528,23.878695994031183,0.0555831664560426,0.0262152747419534,1.0,1.0,0.3506184416578901,0.1352585354889058,0.7293727361017304,0.7347482053161709
181,2846,adaptive,0.98971394186013,23.8201285512354,0.0531034402404865,0.0259718455116221,1.0,1.0,0.3576134234302874,0.1241280257103739,0.7370577378390794,0.7267995569734401
186,2926,adaptive,0.9884546124106708,23.793809046123627,0.0507739735738572,0.0260704555066003,1.0,1.0,0.3660308847025725,0.1089948400476969,0.7439906436631507,0.7180405292482467
191,3006,adaptive,0.9874222163240584,23.757007023735174,0.050682994810769,0.0260466242076671,1.0,1.0,0.3841150747364339,0.0924484764168046,0.750227168056838,0.708430357517143
196,3086,adaptive,0.9883445925640684,23.758538854983183,0.0514678352102556,0.0262798522588874,1.0,1.0,0.3939049648378159,0.0773202470802621,0.7534123768235563,0.6982808712965402
201,3166,adaptive,0.9908366379021402,23.792611071492917,0.052856943742787,0.0267785975647961,1.0,1.0,0.3967700873186028,0.0661988018578688,0.7534047960555829,0.6881570063073786
206,3246,adaptive,0.993438169984939,23.82614715783617,0.0549886633598198,0.0273726977140273,1.0,1.0,0.3998125058107556,0.0609871742461703,0.7509517469487541,0.6787016466763689
211,3326,adaptive,0.9941018291707872,23.81044156587256,0.0583547412609272,0.0277517848138889,1.0,1.0,0.4091181871125778,0.0625771459981902,0.7470097990581079,0.6704374351230161
216,3406,adaptive,0.9924227006380107,23.740516944021017,0.062280543217794,0.0279020775848936,1.0,1.0,0.422281362782476,0.070696650899318,0.7419532919325289,0.6636051224014877
221,3486,adaptive,0.993140855205874,23.749855742872263,0.0622139098009644,0.0288630531118145,1.0,1.0,0.4057548182254787,0.08395632906932,0.7332317609598457,0.6580870417370446
226,3566,adaptive,0.9912765135344626,23.702163693201484,0.0625665455365076,0.0293326006553957,1.0,1.0,0.3993344492190757,0.1000872657038398,0.72571689500124,0.6534386939294936
231,3646,adaptive,0.9872691712528332,23.60700138545933,0.063625723002633,0.0291770932186445,1.0,1.0,0.403342285990333,0.1163292338600402,0.7203082549775282,0.649018914410942
236,3726,adaptive,0.98764062255604,23.639042423777276,0.0607151663170158,0.0296617993367975,1.0,1.0,0.381265357962923,0.1299030075620707,0.714087698909996,0.6441794447656409
241,3806,adaptive,0.9893488619844664,23.710259770770275,0.0572813377330005,0.0299537157646883,1.0,1.0,0.3558626336214582,0.1384859259045411,0.7098375510029135,0.6384568660235564
246,3886,adaptive,0.9900258450551436,23.751869277670583,0.0558565724476251,0.0295116151131982,1.0,1.0,0.356755784426587,0.140609332541337,0.7107357663964489,0.6317091430682554
251,3966,adaptive,0.9929916918480368,23.852460528985475,0.0536483403544979,0.0292343831347712,1.0,1.0,0.3522088024615879,0.1359098831520211,0.7135066602707423,0.6241556917517128
256,4046,adaptive,0.9966217361498608,23.96631307053393,0.0517142138036918,0.0289841367490073,1.0,1.0,0.3411138524641752,0.1251917186934882,0.7176323761555002,0.6163089010731121
261,4126,adaptive,0.9997252259393477,24.0,0.0505450061848446,0.0287375094769159,1.0,1.0,0.3315736765016796,0.1102888657313684,0.7232624994100183,0.6088176930846577
266,4206,adaptive,1.0,24.0,0.0508537345918838,0.0283575531445664,1.0,1.0,0.3305296208248179,0.0937514090625457,0.7302602395016181,0.6022701623471098
271,4286,adaptive,0.998974469853452,24.0,0.0533880343782018,0.0276381302384182,1.0,1.0,0.3416918320672132,0.078409136844864,0.7381003132112104,0.5970146462819619
276,4366,adaptive,0.995574676060602,23.938372226364574,0.0567713355967387,0.0268867468746881,1.0,1.0,0.3628349268376291,0.0668873246031782,0.745711625281342,0.5930530351591786
281,4446,adaptive,0.9914446440227672,23.808817025526324,0.0605931796809909,0.0261184450762683,1.0,1.0,0.3858916071172828,0.061157514182849,0.7515937186873519,0.5900384028705538
286,4526,adaptive,0.990121990495249,23.749750292188043,0.0620760227361171,0.0259693065271284,1.0,1.0,0.389521415707559,0.0622001556010006,0.7531611992511984,0.5873776624151692
291,4606,adaptive,0.9899521157254249,23.718019324327248,0.0627383071415899,0.0259454827367855,1.0,1.0,0.3963276823268127,0.0698368384528742,0.7525223908777907,0.5844083609731003
296,4686,adaptive,0.9892197164379442,23.67058327369136,0.0638912029887397,0.0256454660341884,1.0,1.0,0.4138931579866668,0.0827608204060665,0.750602082688833,0.5805964300868288
301,4766,adaptive,0.9945271613934328,23.793770673047945,0.0594856778429406,0.0266798591272109,1.0,1.0,0.4321791540346055,0.0987606289339535,0.7468604286912218,0.5756954041261576
306,4846,adaptive,0.995955002246956,23.82079664215912,0.05756267692416,0.0269519120932744,1.0,1.0,0.4380842677262117,0.1150984749310718,0.7406902601839055,0.5698192105402856
311,4926,adaptive,0.9956168918382408,23.81351105656863,0.0560066059908592,0.0271119829294174,1.0,1.0,0.443711849075682,0.1289787263934698,0.7341551167275903,0.5634066322124202
316,5006,adaptive,0.9939494073431728,23.785049271276424,0.0545001754348111,0.0273488696295575,1.0,1.0,0.447212405745332,0.1380262798210889,0.727965811365332,0.5570881260867996
321,5086,adaptive,0.9955093375145124,23.858117566923188,0.0496555848392542,0.0286625001666478,1.0,1.0,0.4155726538612113,0.140692973361738,0.719646289609239,0.5514950524104901
326,5166,adaptive,0.993229497333314,23.833044802304336,0.0485136045496317,0.0292391631555503,1.0,1.0,0.4021037961842604,0.1365224987720732,0.7151783068664168,0.5470686913242345
331,5246,adaptive,0.9882413721908696,23.73539749096109,0.0506205985634175,0.029212145565638,1.0,1.0,0.408824698429228,0.1262284820855747,0.7151576352668653,0.543926487838907
336,5326,adaptive,0.9893880639694488,23.797666972814618,0.0497955290714916,0.0301822259313592,1.0,1.0,0.3773778243956476,0.1115723723024998,0.7138359484253095,0.5418257531095293
341,5406,adaptive,0.9894172758204178,23.817239510663445,0.051959102422626,0.0304676322900812,1.0,1.0,0.3683065646667818,0.0950620330402567,0.7170375209066625,0.5402357368182308
346,5486,adaptive,0.9897244720049768,23.828071881819028,0.0558661866901545,0.0302587213603077,1.0,1.0,0.3718365915115804,0.0795226122923916,0.7232663980852925,0.5384963893412894
350,5550,adaptive,0.989970228952624,23.836737778743494,0.0589918541041773,0.0300915926164889,1.0,1.0,0.37466061298741926,0.06709107569409953,0.7282494998281964,0.5371049113597363
